artist_hotttnesss,artist_familiarity,bars_conf_mean,bars_conf_var,beats_conf_mean,beats_conf_var,duration,end_of_fade_in,key,key_conf,loudness,mode,mode_conf,sections_conf_mean,sections_conf_var,segments_conf_mean,segments_conf_var,segments_loudness_max_mean,segments_loudness_max_var,segments_loudness_max_time_mean,segments_loudness_max_time_var,segments_pitches_mean,segments_pitches_var,segments_timbre_mean,segments_timbre_var,start_of_fade_out,tatums_conf_mean,tatums_conf_var,tempo,time_sign,time_sign_conf,year,folk rock,classic,indie,metal,female vocalist,pop,united states,rap,ambient,alternative,hard rock,electronic,blues,folk,classic rock,alternative rock,90s,pop rock,indie rock,electronica,easy listening,r&b,house,80s,electro,ballad,reggae,latin,jazz,guitar,techno,germany,singer-songwriter,world,hardcore,downtempo,funk,soundtrack,country,punk,soul,vocal,disco,instrumental,male vocalist,american,hip hop,rock,acoustic,experimental,song_hotttnesss
0.399579658168,0.631979085469,0.156068965517,0.0338201101863,0.702122507123,0.0314437998068,162.79465,2.577,4,0.566,-9.18,1,0.176,0.5625,0.07142225,0.577854337152,0.0767935123339,-11.1673895254,29.3207924506,0.0529208346972,0.00130046640372,0.263753818876,0.0851775609169,7.53719080742,1115.19359946,152.253,0.451743589744,0.0074870510629,131.612,4,0.0,2006,0.0,0.0,0.630994837129,0.0,0.738559729032,0.807301912936,0.0,0.0,0.0,0.630994788034,0.0,0.682179663483,0.709020947353,0.673685175142,0.0,0.0,0.0,0.82526370697,0.0,0.0,0.803160508912,0.0,0.0,0.630994533396,0.698772034912,0.0,0.0,0.0,0.754762445714,0.0,0.0,0.718202905771,0.0,0.630994513267,0.0,0.0,0.70238499243,0.0,0.630994198895,0.0,0.0,0.649885297143,0.803160508912,0.0,0.0,0.0,0.0,0.72659437184,0.0,0.0,3,
0.284260942742,0.415280900364,0.179791946309,0.0344900842304,0.766697324415,0.0153294853106,237.92281,0.0,6,0.131,-9.868,1,0.394,0.744142857143,0.0616966938776,0.843283313325,0.0645902390613,-12.5376062425,34.5464607525,0.0561676830732,0.000933813759458,0.40056332533,0.0903179368663,4.76417947179,2455.9239093,234.574,0.73373015873,0.0293339948549,150.958,4,1.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.632328760197,0.0,0.0,0.0,0.0,0.85489638548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.879020326009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85407219321,0.0,0.0,0.0,3,
0.362218956815,0.608703568338,0.139513888889,0.0233452081404,0.355500863558,0.0315997042307,171.67628,0.321,11,1.0,-8.473,1,0.925,0.714,0.0241728888889,0.560120418848,0.0751375064417,-10.1002146597,9.93667337539,0.0478435471204,0.000777982017392,0.323423538394,0.0877038368674,7.3764335733,876.175002105,164.061,0.289163212435,0.00571261325807,208.567,4,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747687317631,0.0,0.0,0.0,0.0,0.0,0.769257891091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747686080292,0.499040031987,0.0,0.0,0.0,0.0,0.759925296439,0.682628468491,0.0,0.715072927191,0.0,0.0,3,
0.495729358946,0.64447869465,0.114632653061,0.0157010351243,0.457111111111,0.042304661055,196.23138,0.0,4,0.212,-9.311,1,0.253,0.67025,0.1069511875,0.545328784119,0.0932901983526,-12.1703511166,42.5231592502,0.0574063151365,0.00293284469052,0.314420905707,0.0919118194265,3.78625175765,1516.81207299,189.417,0.287845829823,0.0286733014211,183.048,4,0.0,2009,0.0,0.0,0.629063478835,0.629062721561,0.0,0.629063819744,0.744703160706,0.0,0.629063816483,0.68586553279,0.745489077652,0.736577735137,0.751490462865,0.629063505378,0.794694955947,0.727911556017,0.0,0.0,0.719769351012,0.704699142944,0.0,0.0,0.0,0.629062265141,0.0,0.0,0.985966025227,0.0,0.0,0.0,0.0,0.0,0.723117758911,0.0,0.0,0.768207291294,0.0,0.0,0.0,0.713256808638,0.0,0.0,0.0,0.629061952665,0.0,0.629063013576,0.739064586699,0.693226683631,0.0,0.62906381799,2,
0.453850265331,0.698291623658,0.139475247525,0.0234808830507,0.592820638821,0.0277515771662,222.14485,2.873,0,0.0,-10.031,1,0.08,0.457,0.10635,0.681857802401,0.0666164156063,-11.958920591,13.0404041802,0.056250757156,0.000785306326297,0.408620267775,0.0892485727163,5.92861803632,963.406193379,219.045,0.368937269373,0.0432293453884,109.062,4,1.0,1990,0.0,0.629689516907,0.0,0.0,0.0,0.0,0.712484127594,0.786663942104,0.0,0.0,0.0,0.629691629937,0.747219429025,0.0,0.0,0.0,0.629690473079,0.0,0.0,0.825637017562,0.0,0.0,0.0,0.664095101282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629691965916,0.0,0.740149941236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629691380409,1.0,0.0,0.0,0.0,2,
0.449608088309,0.653340692663,0.370128404669,0.0305783842905,0.370128404669,0.0305783842905,108.14649,0.308,7,0.42,-10.173,1,0.516,0.667333333333,0.0556738888889,0.476473837209,0.0640837958271,-11.746125,12.2897942489,0.0849706104651,0.00669124419294,0.407553294574,0.0774967384388,10.350375969,912.706820867,99.643,0.15073151751,0.0114440057382,154.246,1,0.0,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873388827854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72166213712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796668357073,0.0,0.0,2,
0.45495739482,0.725402920778,0.235246231156,0.0228379544456,0.316706666667,0.0356000772889,218.48771,0.0,7,0.202,-3.287,1,0.441,0.7108,0.06281716,0.460554307116,0.0656913356899,-5.62986641698,20.3387363904,0.0452021722846,0.00457287088717,0.449314398668,0.0868158437253,7.63276456513,1086.67382765,215.609,0.203951706911,0.0119743507069,166.409,3,0.581,2009,0.0,0.0,0.678631266714,0.678631166671,0.0,0.0,0.775712978249,0.0,0.638284385407,0.678630712781,0.0,0.678630367876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803646274569,0.0,0.0,0.0,0.728962426032,0.0,0.0,0.0,0.0,0.0,0.742574158116,0.0,0.0,0.0,0.0,0.678629840406,0.0,0.0,0.0,0.0,0.0,0.678629356948,0.0,0.710517310444,0.0,0.742574043205,1,
0.336124425151,0.55096891618,0.220539325843,0.100494158566,0.652659517426,0.0350771897016,304.22159,0.304,5,0.691,-14.809,1,0.616,0.461181818182,0.0533541487603,0.570270166453,0.089767964142,-18.7016862996,46.1171800309,0.0787720358515,0.00577374823414,0.27679609475,0.0884636190074,1.96279342723,1197.19015201,293.558,0.340941018767,0.0570345300333,75.487,4,0.305,2005,1.0,0.0,0.761972217636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380692475022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90377429235,0.0,0.0,0.0,0.0,0.0,0.806153795763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916208221613,0.0,0.0,3,
0.371302546517,0.551565175468,0.682543103448,0.0317314981421,0.682543103448,0.0317314981421,153.67791,0.409,10,0.719,-14.234,1,0.652,0.461125,0.116610359375,0.487636363636,0.0840102355372,-17.510481405,23.865215291,0.0703453719008,0.0021769882137,0.283583849862,0.0833506293328,-1.2884898416,1311.85583257,146.042,0.204271162123,0.0113160082502,93.77,1,0.0,1993,0.0,0.0,0.0,0.0,0.0,0.637097711154,0.710855441764,0.0,0.0,0.0,0.0,0.602541333549,0.928698604891,0.0,0.727692324004,0.0,0.0,0.790204186533,0.0,0.0,0.766552776342,0.82473687988,0.0,0.0,0.0,0.821002746748,0.0,0.0,0.734978684481,0.0,0.0,0.0,0.693231471624,0.0,0.0,0.736708171871,0.768258588826,0.0,0.0,0.0,0.699552683871,0.602536746017,0.0,0.0,0.702172837954,0.637097446077,0.0,0.719179647038,0.0,0.0,3,
0.504307725982,0.701441758982,0.173493273543,0.0183823575781,0.173493273543,0.0183823575781,158.32771,0.085,4,0.288,-3.495,0,0.36,0.487,0.0848662857143,0.44868172043,0.0479771029992,-5.05211612903,13.4206111478,0.0540074623656,0.00260021801464,0.363771326165,0.0729491738732,5.63652455197,857.167313444,151.307,0.0440419161677,0.00328038447058,87.872,1,0.0,2002,0.0,0.423041861339,0.0,0.791271032309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791695743241,0.0,0.0,0.0,0.0,0.794991866265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520443081677,0.0,0.0,2,
